#1
double table(8761,2)
#Time [s]	Q_flow [W]
0.000000000000000000e+00	3.007337322370225593e+04
3.600000000000000000e+03	3.266964326253957915e+04
7.200000000000000000e+03	3.142674771324401809e+04
1.080000000000000000e+04	3.121802314804028720e+04
1.440000000000000000e+04	3.058914624010442276e+04
1.800000000000000000e+04	2.943514969653934895e+04
2.160000000000000000e+04	4.945985969007295353e+04
2.520000000000000000e+04	4.701935579835598764e+04
2.880000000000000000e+04	5.001347883110443217e+04
3.240000000000000000e+04	4.449332080694950855e+04
3.600000000000000000e+04	4.073936815982832195e+04
3.960000000000000000e+04	3.934172739057635044e+04
4.320000000000000000e+04	3.910408694962388108e+04
4.680000000000000000e+04	3.815312369060736819e+04
5.040000000000000000e+04	4.124022891141632863e+04
5.400000000000000000e+04	4.418420215616320638e+04
5.760000000000000000e+04	4.531026256513464614e+04
6.120000000000000000e+04	4.430742997383928014e+04
6.480000000000000000e+04	4.617468761791464931e+04
6.840000000000000000e+04	4.601992409173190390e+04
7.200000000000000000e+04	4.541577944984166243e+04
7.560000000000000000e+04	4.660161307597999985e+04
7.920000000000000000e+04	3.328500721892958973e+04
8.280000000000000000e+04	3.745768710638998891e+04
8.640000000000000000e+04	3.862211049455629109e+04
9.000000000000000000e+04	3.914593292128024041e+04
9.360000000000000000e+04	3.904857980489917099e+04
9.720000000000000000e+04	3.689197647702765971e+04
1.008000000000000000e+05	3.649842155645032472e+04
1.044000000000000000e+05	3.530691870346209907e+04
1.080000000000000000e+05	4.933239538021224143e+04
1.116000000000000000e+05	5.002814451096596895e+04
1.152000000000000000e+05	5.095214192603764968e+04
1.188000000000000000e+05	5.059667114813353692e+04
1.224000000000000000e+05	4.597686858490244776e+04
1.260000000000000000e+05	4.641768122911611863e+04
1.296000000000000000e+05	4.184863957509707689e+04
1.332000000000000000e+05	4.116635741577963199e+04
1.368000000000000000e+05	4.103323363709874684e+04
1.404000000000000000e+05	3.772942445344988664e+04
1.440000000000000000e+05	4.020941646912837314e+04
1.476000000000000000e+05	3.787877148981724895e+04
1.512000000000000000e+05	3.739228173888558376e+04
1.548000000000000000e+05	3.842644386958022369e+04
1.584000000000000000e+05	3.552228376287083665e+04
1.620000000000000000e+05	3.685891675933772058e+04
1.656000000000000000e+05	2.272704910928700701e+04
1.692000000000000000e+05	1.974517760191214620e+04
1.728000000000000000e+05	1.960274520844245126e+04
1.764000000000000000e+05	1.787268365830235052e+04
1.800000000000000000e+05	1.644962221830219642e+04
1.836000000000000000e+05	1.881249396600287946e+04
1.872000000000000000e+05	1.997723241406116722e+04
1.908000000000000000e+05	2.192634183584577841e+04
1.944000000000000000e+05	4.306310040326132003e+04
1.980000000000000000e+05	3.997973220134004805e+04
2.016000000000000000e+05	4.405212162461483967e+04
2.052000000000000000e+05	4.006628862863066024e+04
2.088000000000000000e+05	3.771163809529237915e+04
2.124000000000000000e+05	3.492973089049902774e+04
2.160000000000000000e+05	3.368628329533582291e+04
2.196000000000000000e+05	3.661296511786416522e+04
2.232000000000000000e+05	3.597859118910624238e+04
2.268000000000000000e+05	3.331362939753496175e+04
2.304000000000000000e+05	3.980973814326430147e+04
2.340000000000000000e+05	4.454127698625900666e+04
2.376000000000000000e+05	4.114841963491353818e+04
2.412000000000000000e+05	4.075840412521803228e+04
2.448000000000000000e+05	4.189916142968023632e+04
2.484000000000000000e+05	4.194071478259003925e+04
2.520000000000000000e+05	2.629316602079920995e+04
2.556000000000000000e+05	2.673085463918942332e+04
2.592000000000000000e+05	2.599175965373252984e+04
2.628000000000000000e+05	2.629605630925855075e+04
2.664000000000000000e+05	2.607364747324038763e+04
2.700000000000000000e+05	2.607364747324038763e+04
2.736000000000000000e+05	2.563326508244975412e+04
2.772000000000000000e+05	2.463887168775701866e+04
2.808000000000000000e+05	4.368689223434560699e+04
2.844000000000000000e+05	3.850674614101918269e+04
2.880000000000000000e+05	3.606332105796353426e+04
2.916000000000000000e+05	3.931461691273186443e+04
2.952000000000000000e+05	3.465964884945119411e+04
2.988000000000000000e+05	3.540156579264016182e+04
3.024000000000000000e+05	3.472303847063204012e+04
3.060000000000000000e+05	3.347143149080369039e+04
3.096000000000000000e+05	3.173884900630780976e+04
3.132000000000000000e+05	3.434324973289221089e+04
3.168000000000000000e+05	3.786315078320634348e+04
3.204000000000000000e+05	3.980586792272210005e+04
3.240000000000000000e+05	4.196582315380140062e+04
3.276000000000000000e+05	4.333534927536232863e+04
3.312000000000000000e+05	4.296021339499160968e+04
3.348000000000000000e+05	4.372859918185636343e+04
3.384000000000000000e+05	2.694902629732182322e+04
3.420000000000000000e+05	2.889233959160630184e+04
3.456000000000000000e+05	3.280114290496079775e+04
3.492000000000000000e+05	3.100884804744911162e+04
3.528000000000000000e+05	3.122474364208685802e+04
3.564000000000000000e+05	3.079922241792293789e+04
3.600000000000000000e+05	3.058914624010442276e+04
3.636000000000000000e+05	3.150336249971692450e+04
3.672000000000000000e+05	5.074323266029525257e+04
3.708000000000000000e+05	5.174871895044787379e+04
3.744000000000000000e+05	5.076798894814132655e+04
3.780000000000000000e+05	5.255524086215800344e+04
3.816000000000000000e+05	4.600880569473280048e+04
3.852000000000000000e+05	4.442613647623237921e+04
3.888000000000000000e+05	3.815312369060736819e+04
3.924000000000000000e+05	3.817411628323019249e+04
3.960000000000000000e+05	3.734922623270137410e+04
3.996000000000000000e+05	3.824773710984039644e+04
4.032000000000000000e+05	4.273113906309998856e+04
4.068000000000000000e+05	4.673835197980062367e+04
4.104000000000000000e+05	4.460565569921739370e+04
4.140000000000000000e+05	4.306190051791044243e+04
4.176000000000000000e+05	4.262123201224234799e+04
4.212000000000000000e+05	4.395767164318472351e+04
4.248000000000000000e+05	2.812321050620189635e+04
4.284000000000000000e+05	2.940931348574510412e+04
4.320000000000000000e+05	2.980662959038387635e+04
4.356000000000000000e+05	2.889233959160630184e+04
4.392000000000000000e+05	2.789470451472606146e+04
4.428000000000000000e+05	2.738401800097181695e+04
4.464000000000000000e+05	2.676587639732511889e+04
4.500000000000000000e+05	3.034526179021877397e+04
4.536000000000000000e+05	4.563918711714855453e+04
4.572000000000000000e+05	4.756625332035745669e+04
4.608000000000000000e+05	5.136190317760749167e+04
4.644000000000000000e+05	5.120383485911717435e+04
4.680000000000000000e+05	4.194314901966189791e+04
4.716000000000000000e+05	4.140622494024732441e+04
4.752000000000000000e+05	3.831614623427452898e+04
4.788000000000000000e+05	3.705573872167482477e+04
4.824000000000000000e+05	3.870400111887664389e+04
4.860000000000000000e+05	4.034354686635799590e+04
4.896000000000000000e+05	3.968685935114073072e+04
4.932000000000000000e+05	3.905355209962673689e+04
4.968000000000000000e+05	3.887445643630027917e+04
5.004000000000000000e+05	3.920578942916373489e+04
5.040000000000000000e+05	3.852215310206403228e+04
5.076000000000000000e+05	3.925980215935168962e+04
5.112000000000000000e+05	2.541240123276549275e+04
5.148000000000000000e+05	2.828677992939454271e+04
5.184000000000000000e+05	3.076310095455183546e+04
5.220000000000000000e+05	3.178800915975233147e+04
5.256000000000000000e+05	3.100884804744911162e+04
5.292000000000000000e+05	2.957288290893775047e+04
5.328000000000000000e+05	2.961130141334128712e+04
5.364000000000000000e+05	2.978565915028871677e+04
5.400000000000000000e+05	4.650932608510891441e+04
5.436000000000000000e+05	5.225601708320413309e+04
5.472000000000000000e+05	5.030996000298747822e+04
5.508000000000000000e+05	5.197070559491898894e+04
5.544000000000000000e+05	4.324675076506923506e+04
5.580000000000000000e+05	4.049729943924072722e+04
5.616000000000000000e+05	3.730307742400155257e+04
5.652000000000000000e+05	3.512825496777406806e+04
5.688000000000000000e+05	3.528321698401166941e+04
5.724000000000000000e+05	3.346861789524430787e+04
5.760000000000000000e+05	4.173283143529895460e+04
