#1
double table(8761,2)
#Time [s]	Q_flow [W]
0.000000000000000000e+00	2.971104342582632307e+04
3.600000000000000000e+03	3.227603310274994510e+04
7.200000000000000000e+03	3.104811219862661892e+04
1.080000000000000000e+04	3.084190238722052163e+04
1.440000000000000000e+04	3.022060230950075493e+04
1.800000000000000000e+04	2.908050933874971815e+04
2.160000000000000000e+04	4.886395776609616587e+04
2.520000000000000000e+04	4.645285753572519752e+04
2.880000000000000000e+04	4.941090679699474276e+04
3.240000000000000000e+04	4.395725670084168087e+04
3.600000000000000000e+04	4.024853239886654046e+04
3.960000000000000000e+04	3.886773067502724007e+04
4.320000000000000000e+04	3.863295337191756698e+04
4.680000000000000000e+04	3.769344750156390364e+04
5.040000000000000000e+04	4.074335868356793799e+04
5.400000000000000000e+04	4.365186237114919641e+04
5.760000000000000000e+04	4.476435578724146035e+04
6.120000000000000000e+04	4.377360551632315037e+04
6.480000000000000000e+04	4.561836608034941310e+04
6.840000000000000000e+04	4.546546717496404744e+04
7.200000000000000000e+04	4.486860138418091810e+04
7.560000000000000000e+04	4.604014785819710960e+04
7.920000000000000000e+04	3.288398303556899191e+04
8.280000000000000000e+04	3.700638967137323925e+04
8.640000000000000000e+04	3.815678386209175369e+04
9.000000000000000000e+04	3.867429517524071707e+04
9.360000000000000000e+04	3.857811498797267996e+04
9.720000000000000000e+04	3.644749483272612270e+04
1.008000000000000000e+05	3.605868153769791388e+04
1.044000000000000000e+05	3.488153414076978515e+04
1.080000000000000000e+05	4.873802917081209307e+04
1.116000000000000000e+05	4.942539578191818873e+04
1.152000000000000000e+05	5.033826069801310223e+04
1.188000000000000000e+05	4.998707270056566631e+04
1.224000000000000000e+05	4.542293040918072802e+04
1.260000000000000000e+05	4.585843205768098414e+04
1.296000000000000000e+05	4.134443909828867618e+04
1.332000000000000000e+05	4.067037720595096471e+04
1.368000000000000000e+05	4.053885732821804413e+04
1.404000000000000000e+05	3.727485307449266111e+04
1.440000000000000000e+05	3.972496566829550284e+04
1.476000000000000000e+05	3.742240074897607701e+04
1.512000000000000000e+05	3.694177232034478948e+04
1.548000000000000000e+05	3.796347466633227305e+04
1.584000000000000000e+05	3.509430444042661111e+04
1.620000000000000000e+05	3.641483342488787457e+04
1.656000000000000000e+05	2.245322924050041547e+04
1.692000000000000000e+05	1.950728389586501362e+04
1.728000000000000000e+05	1.936656755532868920e+04
1.764000000000000000e+05	1.765735012025051401e+04
1.800000000000000000e+05	1.625143399880458128e+04
1.836000000000000000e+05	1.858583741219561853e+04
1.872000000000000000e+05	1.973654286690380468e+04
1.908000000000000000e+05	2.166216904264281402e+04
1.944000000000000000e+05	4.254426786828226614e+04
1.980000000000000000e+05	3.949804868084197369e+04
2.016000000000000000e+05	4.352137317130622978e+04
2.052000000000000000e+05	3.958356225961101154e+04
2.088000000000000000e+05	3.725728100980693125e+04
2.124000000000000000e+05	3.450889075928819511e+04
2.160000000000000000e+05	3.328042446045226097e+04
2.196000000000000000e+05	3.617184505620315031e+04
2.232000000000000000e+05	3.554511418682785734e+04
2.268000000000000000e+05	3.291226036864899652e+04
2.304000000000000000e+05	3.933010274394786393e+04
2.340000000000000000e+05	4.400463509485829854e+04
2.376000000000000000e+05	4.065265554292662273e+04
2.412000000000000000e+05	4.026733901527564012e+04
2.448000000000000000e+05	4.139435225582866406e+04
2.484000000000000000e+05	4.143540496593232820e+04
2.520000000000000000e+05	2.597638088801849517e+04
2.556000000000000000e+05	2.640879614956063597e+04
2.592000000000000000e+05	2.567860592296466712e+04
2.628000000000000000e+05	2.597923635372531498e+04
2.664000000000000000e+05	2.575950714223748946e+04
2.700000000000000000e+05	2.575950714223748946e+04
2.736000000000000000e+05	2.532443056338409224e+04
2.772000000000000000e+05	2.434201781200091136e+04
2.808000000000000000e+05	4.316054413513661711e+04
2.844000000000000000e+05	3.804280944052497216e+04
2.880000000000000000e+05	3.562882321389167919e+04
2.916000000000000000e+05	3.884094682944593660e+04
2.952000000000000000e+05	3.424206271873491642e+04
2.988000000000000000e+05	3.497504090357221139e+04
3.024000000000000000e+05	3.430468860954009142e+04
3.060000000000000000e+05	3.306816123187834455e+04
3.096000000000000000e+05	3.135645323514747724e+04
3.132000000000000000e+05	3.392947563972483476e+04
3.168000000000000000e+05	3.740696824364963686e+04
3.204000000000000000e+05	3.932627915256882261e+04
3.240000000000000000e+05	4.146021082664716960e+04
3.276000000000000000e+05	4.281323663349049457e+04
3.312000000000000000e+05	4.244262046252183063e+04
3.348000000000000000e+05	4.320174858930388291e+04
3.384000000000000000e+05	2.662433923349866745e+04
3.420000000000000000e+05	2.854423911459899682e+04
3.456000000000000000e+05	3.240594841212994652e+04
3.492000000000000000e+05	3.063524746856417914e+04
3.528000000000000000e+05	3.084854191145930599e+04
3.564000000000000000e+05	3.042814744903229803e+04
3.600000000000000000e+05	3.022060230950075493e+04
3.636000000000000000e+05	3.112380391538298500e+04
3.672000000000000000e+05	5.013186841137603187e+04
3.708000000000000000e+05	5.112524040887621231e+04
3.744000000000000000e+05	5.015632643069384358e+04
3.780000000000000000e+05	5.192204518911995547e+04
3.816000000000000000e+05	4.545448273455529852e+04
3.852000000000000000e+05	4.389088181989223085e+04
3.888000000000000000e+05	3.769344750156390364e+04
3.924000000000000000e+05	3.771418717138405191e+04
3.960000000000000000e+05	3.689923555519895308e+04
3.996000000000000000e+05	3.778692100008328271e+04
4.032000000000000000e+05	4.221630606233974686e+04
4.068000000000000000e+05	4.617523930534519604e+04
4.104000000000000000e+05	4.406823816067261214e+04
4.140000000000000000e+05	4.254308243938140367e+04
4.176000000000000000e+05	4.210772319281774253e+04
4.212000000000000000e+05	4.342806114145960601e+04
