#1
double table(8761,2)
#Time [s]	Q_flow [W]
0.000000000000000000e+00	1.521785151078909257e+04
3.600000000000000000e+03	1.653162671116460479e+04
7.200000000000000000e+03	1.590269161393070863e+04
1.080000000000000000e+04	1.579707195443002456e+04
1.440000000000000000e+04	1.547884508535404530e+04
1.800000000000000000e+04	1.489489502716448987e+04
2.160000000000000000e+04	2.502788080702486695e+04
2.520000000000000000e+04	2.379292703049339252e+04
2.880000000000000000e+04	2.530802543260706079e+04
3.240000000000000000e+04	2.251469245652866812e+04
3.600000000000000000e+04	2.061510196039505536e+04
3.960000000000000000e+04	1.990786205306273041e+04
4.320000000000000000e+04	1.978761026366509759e+04
4.680000000000000000e+04	1.930639993982541273e+04
5.040000000000000000e+04	2.086854956963235963e+04
5.400000000000000000e+04	2.235827097058861182e+04
5.760000000000000000e+04	2.292808467151391960e+04
6.120000000000000000e+04	2.242062721567770859e+04
6.480000000000000000e+04	2.336550457773994276e+04
6.840000000000000000e+04	2.328719050424987654e+04
7.200000000000000000e+04	2.298147875775120337e+04
7.560000000000000000e+04	2.358153914688144869e+04
7.920000000000000000e+04	1.684301570114509377e+04
8.280000000000000000e+04	1.895449227070336929e+04
8.640000000000000000e+04	1.954371856351041060e+04
9.000000000000000000e+04	1.980878533365988187e+04
9.360000000000000000e+04	1.975952231091283466e+04
9.720000000000000000e+04	1.866822906066459836e+04
1.008000000000000000e+05	1.846908078760137141e+04
1.044000000000000000e+05	1.786615163307720650e+04
1.080000000000000000e+05	2.496338079480619490e+04
1.116000000000000000e+05	2.531544662000687458e+04
1.152000000000000000e+05	2.578301157703110221e+04
1.188000000000000000e+05	2.560313479785070740e+04
1.224000000000000000e+05	2.326540338031208012e+04
1.260000000000000000e+05	2.348846520027562656e+04
1.296000000000000000e+05	2.117642002595273880e+04
1.332000000000000000e+05	2.083116881280415328e+04
1.368000000000000000e+05	2.076380497298972841e+04
1.404000000000000000e+05	1.909199791620355609e+04
1.440000000000000000e+05	2.034693363498062172e+04
1.476000000000000000e+05	1.916757111532921044e+04
1.512000000000000000e+05	1.892139557871318539e+04
1.548000000000000000e+05	1.944470653641409081e+04
1.584000000000000000e+05	1.797513154265753110e+04
1.620000000000000000e+05	1.865150004689378693e+04
1.656000000000000000e+05	1.150043448903679746e+04
1.692000000000000000e+05	9.991535653979641211e+03
1.728000000000000000e+05	9.919461430778108479e+03
1.764000000000000000e+05	9.044008598177093518e+03
1.800000000000000000e+05	8.323905218899906686e+03
1.836000000000000000e+05	9.519575259905072016e+03
1.872000000000000000e+05	1.010896098060926488e+04
1.908000000000000000e+05	1.109525731452436958e+04
1.944000000000000000e+05	2.179096646912018332e+04
1.980000000000000000e+05	2.023070786091906120e+04
2.016000000000000000e+05	2.229143503896172479e+04
2.052000000000000000e+05	2.027450749882515447e+04
2.088000000000000000e+05	1.908299759038891352e+04
2.124000000000000000e+05	1.767528551085493018e+04
2.160000000000000000e+05	1.704607106510969606e+04
2.196000000000000000e+05	1.852704258976259007e+04
2.232000000000000000e+05	1.820603409569231735e+04
2.268000000000000000e+05	1.685749921321046349e+04
2.304000000000000000e+05	2.014468677129036951e+04
2.340000000000000000e+05	2.253895943882986103e+04
2.376000000000000000e+05	2.082209186345022317e+04
2.412000000000000000e+05	2.062473461758020858e+04
2.448000000000000000e+05	2.120198530176590066e+04
2.484000000000000000e+05	2.122301229962387515e+04
2.520000000000000000e+05	1.330497557678996054e+04
2.556000000000000000e+05	1.352645656440910716e+04
2.592000000000000000e+05	1.315245669225019446e+04
2.628000000000000000e+05	1.330643813239589326e+04
2.664000000000000000e+05	1.319389390212164108e+04
2.700000000000000000e+05	1.319389390212164108e+04
2.736000000000000000e+05	1.297104980075770618e+04
2.772000000000000000e+05	1.246786278175656480e+04
2.808000000000000000e+05	2.210662016677729480e+04
2.844000000000000000e+05	1.948534142075669297e+04
2.880000000000000000e+05	1.824890945101769103e+04
2.916000000000000000e+05	1.989414349800889613e+04
2.952000000000000000e+05	1.753861749008373590e+04
2.988000000000000000e+05	1.791404534085405976e+04
3.024000000000000000e+05	1.757069416586199804e+04
3.060000000000000000e+05	1.693735087486451448e+04
3.096000000000000000e+05	1.606062238873407296e+04
3.132000000000000000e+05	1.737851191302979350e+04
3.168000000000000000e+05	1.915966666138152141e+04
3.204000000000000000e+05	2.014272834643768874e+04
3.240000000000000000e+05	2.123571774047781946e+04
3.276000000000000000e+05	2.192873095861708134e+04
3.312000000000000000e+05	2.173890316373069436e+04
3.348000000000000000e+05	2.212772488720442561e+04
3.384000000000000000e+05	1.363685668057248768e+04
3.420000000000000000e+05	1.462022003430680343e+04
3.456000000000000000e+05	1.659816869889582449e+04
3.492000000000000000e+05	1.569122431316702023e+04
3.528000000000000000e+05	1.580047268635720502e+04
3.564000000000000000e+05	1.558514869340678706e+04
3.600000000000000000e+05	1.547884508535404530e+04
3.636000000000000000e+05	1.594146054202543201e+04
3.672000000000000000e+05	2.567729845460723664e+04
3.708000000000000000e+05	2.618609874600976764e+04
3.744000000000000000e+05	2.568982573279440840e+04
3.780000000000000000e+05	2.659421826759802570e+04
3.816000000000000000e+05	2.328156432745515121e+04
3.852000000000000000e+05	2.248069556628626378e+04
3.888000000000000000e+05	1.930639993982541273e+04
3.924000000000000000e+05	1.931702269753817018e+04
3.960000000000000000e+05	1.889960845510190120e+04
3.996000000000000000e+05	1.935427660979875509e+04
4.032000000000000000e+05	2.162298603193011513e+04
4.068000000000000000e+05	2.365073232712802928e+04
4.104000000000000000e+05	2.257153661888109127e+04
4.140000000000000000e+05	2.179035929821974423e+04
4.176000000000000000e+05	2.156737041583347673e+04
4.212000000000000000e+05	2.224364107245492050e+04
4.248000000000000000e+05	1.423102218386119966e+04
4.284000000000000000e+05	1.488182128194330471e+04
4.320000000000000000e+05	1.508287280477256354e+04
4.356000000000000000e+05	1.462022003430680343e+04
4.392000000000000000e+05	1.411539264600595925e+04
4.428000000000000000e+05	1.385697296434718555e+04
4.464000000000000000e+05	1.354417841792355466e+04
4.500000000000000000e+05	1.535543367697817484e+04
4.536000000000000000e+05	2.309452842072577550e+04
4.572000000000000000e+05	2.406967035487967587e+04
4.608000000000000000e+05	2.599036064409053870e+04
4.644000000000000000e+05	2.591037426605929431e+04
4.680000000000000000e+05	2.122424408223855062e+04
4.716000000000000000e+05	2.095254756012514918e+04
4.752000000000000000e+05	1.938889327517506172e+04
4.788000000000000000e+05	1.875109670253425065e+04
4.824000000000000000e+05	1.958515719268456451e+04
