#1
double table(8761,2)
#Time [s]	Q_flow [W]
0.000000000000000000e+00	1.376853231928537025e+04
3.600000000000000000e+03	1.495718607200607221e+04
7.200000000000000000e+03	1.438814955546111742e+04
1.080000000000000000e+04	1.429258891115097504e+04
1.440000000000000000e+04	1.400466936293937397e+04
1.800000000000000000e+04	1.347633359600596668e+04
2.160000000000000000e+04	2.264427311111773815e+04
2.520000000000000000e+04	2.152693397997021384e+04
2.880000000000000000e+04	2.289773729616829587e+04
3.240000000000000000e+04	2.037043603209736466e+04
3.600000000000000000e+04	1.865175891654790757e+04
3.960000000000000000e+04	1.801187519086628163e+04
4.320000000000000000e+04	1.790307595283984847e+04
4.680000000000000000e+04	1.746769518365156546e+04
5.040000000000000000e+04	1.888106865823880071e+04
5.400000000000000000e+04	2.022891183053255372e+04
5.760000000000000000e+04	2.074445755994116553e+04
6.120000000000000000e+04	2.028532938561316405e+04
6.480000000000000000e+04	2.114021842747899427e+04
6.840000000000000000e+04	2.106936283717846163e+04
7.200000000000000000e+04	2.079276649510822972e+04
7.560000000000000000e+04	2.133567827574988041e+04
7.920000000000000000e+04	1.523891896770270432e+04
8.280000000000000000e+04	1.714930253063638156e+04
8.640000000000000000e+04	1.768241203365227557e+04
9.000000000000000000e+04	1.792223434950179580e+04
9.360000000000000000e+04	1.787766304320684867e+04
9.720000000000000000e+04	1.689030248345844666e+04
1.008000000000000000e+05	1.671012071259171717e+04
1.044000000000000000e+05	1.616461338230794900e+04
1.080000000000000000e+05	2.258591595720560508e+04
1.116000000000000000e+05	2.290445170381574644e+04
1.152000000000000000e+05	2.332748666493290148e+04
1.188000000000000000e+05	2.316474100757921042e+04
1.224000000000000000e+05	2.104965067742521569e+04
1.260000000000000000e+05	2.125146851453509225e+04
1.296000000000000000e+05	1.915961811871914324e+04
1.332000000000000000e+05	1.884724797348947322e+04
1.368000000000000000e+05	1.878629973746689575e+04
1.404000000000000000e+05	1.727371240037464668e+04
1.440000000000000000e+05	1.840913043164913324e+04
1.476000000000000000e+05	1.734208815196452269e+04
1.512000000000000000e+05	1.711935790455002643e+04
1.548000000000000000e+05	1.759282972342227367e+04
1.584000000000000000e+05	1.626321425288062346e+04
1.620000000000000000e+05	1.687516670909438108e+04
1.656000000000000000e+05	1.040515501389043675e+04
1.692000000000000000e+05	9.039960829791103606e+03
1.728000000000000000e+05	8.974750818323051135e+03
1.764000000000000000e+05	8.182674445969751105e+03
1.800000000000000000e+05	7.531152340909439772e+03
1.836000000000000000e+05	8.612949044676017365e+03
1.872000000000000000e+05	9.146202791979811082e+03
1.908000000000000000e+05	1.003856614171252477e+04
1.944000000000000000e+05	1.971563632920397504e+04
1.980000000000000000e+05	1.830397377892677105e+04
2.016000000000000000e+05	2.016844122572727792e+04
2.052000000000000000e+05	1.834360202274656694e+04
2.088000000000000000e+05	1.726556924844711466e+04
2.124000000000000000e+05	1.599192498601160514e+04
2.160000000000000000e+05	1.542263572557543921e+04
2.196000000000000000e+05	1.676256234311853405e+04
2.232000000000000000e+05	1.647212608657876262e+04
2.268000000000000000e+05	1.525202309766660801e+04
2.304000000000000000e+05	1.822614517402461934e+04
2.340000000000000000e+05	2.039239187322701764e+04
2.376000000000000000e+05	1.883903549550258322e+04
2.412000000000000000e+05	1.866047417781066542e+04
2.448000000000000000e+05	1.918274860635962614e+04
2.484000000000000000e+05	1.920177303299303094e+04
2.520000000000000000e+05	1.203783504566710690e+04
2.556000000000000000e+05	1.223822260589395410e+04
2.592000000000000000e+05	1.189984176917874902e+04
2.628000000000000000e+05	1.203915831026295018e+04
2.664000000000000000e+05	1.193733257811005751e+04
2.700000000000000000e+05	1.193733257811005751e+04
2.736000000000000000e+05	1.173571172449506776e+04
2.772000000000000000e+05	1.128044727873213014e+04
2.808000000000000000e+05	2.000122776994136075e+04
2.844000000000000000e+05	1.762959461877986541e+04
2.880000000000000000e+05	1.651091807473029257e+04
2.916000000000000000e+05	1.799946316486519208e+04
2.952000000000000000e+05	1.586827296721861785e+04
2.988000000000000000e+05	1.620794578458224350e+04
3.024000000000000000e+05	1.589729472149418871e+04
3.060000000000000000e+05	1.532426983916313293e+04
3.096000000000000000e+05	1.453103930409273198e+04
3.132000000000000000e+05	1.572341554036028901e+04
3.168000000000000000e+05	1.733493650315470950e+04
3.204000000000000000e+05	1.822437326582457536e+04
3.240000000000000000e+05	1.921326843186088445e+04
3.276000000000000000e+05	1.984028039112974147e+04
3.312000000000000000e+05	1.966853143385158182e+04
3.348000000000000000e+05	2.002032251699448170e+04
3.384000000000000000e+05	1.233810842527987006e+04
3.420000000000000000e+05	1.322781812627758336e+04
3.456000000000000000e+05	1.501739072757241411e+04
3.492000000000000000e+05	1.419682199762730306e+04
3.528000000000000000e+05	1.429566576384699511e+04
3.564000000000000000e+05	1.410084881784423669e+04
3.600000000000000000e+05	1.400466936293937397e+04
3.636000000000000000e+05	1.442322620468967580e+04
3.672000000000000000e+05	2.323184145893035748e+04
3.708000000000000000e+05	2.369218457972312535e+04
3.744000000000000000e+05	2.324317566300446560e+04
3.780000000000000000e+05	2.406143557544583382e+04
3.816000000000000000e+05	2.106427248674513612e+04
3.852000000000000000e+05	2.033967694092566671e+04
3.888000000000000000e+05	1.746769518365156546e+04
3.924000000000000000e+05	1.747730625015358237e+04
3.960000000000000000e+05	1.709964574509219528e+04
3.996000000000000000e+05	1.751101217077030014e+04
4.032000000000000000e+05	1.956365402888915196e+04
4.068000000000000000e+05	2.139828162930631152e+04
4.104000000000000000e+05	2.042186646470193955e+04
4.140000000000000000e+05	1.971508698410357829e+04
4.176000000000000000e+05	1.951333513813505124e+04
4.212000000000000000e+05	2.012519906555445050e+04
4.248000000000000000e+05	1.287568673777918048e+04
4.284000000000000000e+05	1.346450496937727621e+04
4.320000000000000000e+05	1.364640872812755697e+04
4.356000000000000000e+05	1.322781812627758336e+04
4.392000000000000000e+05	1.277106953686253473e+04
4.428000000000000000e+05	1.253726125345697619e+04
4.464000000000000000e+05	1.225425666383559656e+04
4.500000000000000000e+05	1.389301142202787196e+04
4.536000000000000000e+05	2.089504952351379688e+04
4.572000000000000000e+05	2.177732079727208838e+04
4.608000000000000000e+05	2.351508820179620307e+04
4.644000000000000000e+05	2.344271957405364810e+04
4.680000000000000000e+05	1.920288750297773731e+04
4.716000000000000000e+05	1.895706684011323159e+04
4.752000000000000000e+05	1.754233201087267662e+04
4.788000000000000000e+05	1.696527796895955908e+04
4.824000000000000000e+05	1.771990412671460581e+04
4.860000000000000000e+05	1.847053952917594870e+04
4.896000000000000000e+05	1.816988741377527549e+04
4.932000000000000000e+05	1.787993951549175836e+04
4.968000000000000000e+05	1.779794391059530972e+04
5.004000000000000000e+05	1.794963853383400055e+04
5.040000000000000000e+05	1.763664840817389631e+04
5.076000000000000000e+05	1.797436725367908730e+04
5.112000000000000000e+05	1.163459333548299765e+04
5.148000000000000000e+05	1.295057394357822523e+04
5.184000000000000000e+05	1.408431128039722535e+04
5.220000000000000000e+05	1.455354636229624884e+04
5.256000000000000000e+05	1.419682199762730306e+04
5.292000000000000000e+05	1.353939217517631914e+04
5.328000000000000000e+05	1.355698136996348148e+04
5.364000000000000000e+05	1.363680780374664027e+04
5.400000000000000000e+05	2.129342640041131017e+04
5.436000000000000000e+05	2.392444155616574790e+04
5.472000000000000000e+05	2.303347566401836229e+04
5.508000000000000000e+05	2.379381701936050013e+04
5.544000000000000000e+05	1.979971721774254183e+04
5.580000000000000000e+05	1.854093227338731958e+04
5.616000000000000000e+05	1.707851737484408295e+04
5.652000000000000000e+05	1.608281552741463565e+04
5.688000000000000000e+05	1.615376199268003984e+04
5.724000000000000000e+05	1.532298168697931942e+04
5.760000000000000000e+05	1.910659752459470110e+04
5.796000000000000000e+05	2.003988984429242919e+04
