#1 
double table(8761,2) 
# time[s] 	 Q_flow[W]
0.000000000000000000e+00	3.250000000000000000e+04
3.600000000000000000e+03	3.250000000000000000e+04
7.200000000000000000e+03	3.250000000000000000e+04
1.080000000000000000e+04	3.250000000000000000e+04
1.440000000000000000e+04	3.250000000000000000e+04
1.800000000000000000e+04	3.250000000000000000e+04
2.160000000000000000e+04	3.250000000000000000e+04
2.520000000000000000e+04	3.250000000000000000e+04
2.880000000000000000e+04	3.250000000000000000e+04
3.240000000000000000e+04	3.250000000000000000e+04
3.600000000000000000e+04	3.250000000000000000e+04
3.960000000000000000e+04	3.250000000000000000e+04
4.320000000000000000e+04	3.250000000000000000e+04
4.680000000000000000e+04	3.250000000000000000e+04
5.040000000000000000e+04	3.250000000000000000e+04
5.400000000000000000e+04	3.250000000000000000e+04
5.760000000000000000e+04	3.250000000000000000e+04
6.120000000000000000e+04	3.250000000000000000e+04
6.480000000000000000e+04	3.250000000000000000e+04
6.840000000000000000e+04	3.250000000000000000e+04
7.200000000000000000e+04	3.250000000000000000e+04
7.560000000000000000e+04	3.250000000000000000e+04
7.920000000000000000e+04	3.250000000000000000e+04
8.280000000000000000e+04	3.250000000000000000e+04
8.640000000000000000e+04	3.250000000000000000e+04
9.000000000000000000e+04	3.250000000000000000e+04
9.360000000000000000e+04	3.250000000000000000e+04
9.720000000000000000e+04	3.250000000000000000e+04
1.008000000000000000e+05	3.250000000000000000e+04
1.044000000000000000e+05	3.250000000000000000e+04
1.080000000000000000e+05	3.250000000000000000e+04
1.116000000000000000e+05	3.250000000000000000e+04
1.152000000000000000e+05	3.250000000000000000e+04
1.188000000000000000e+05	3.250000000000000000e+04
1.224000000000000000e+05	3.250000000000000000e+04
1.260000000000000000e+05	3.250000000000000000e+04
1.296000000000000000e+05	3.250000000000000000e+04
1.332000000000000000e+05	3.250000000000000000e+04
1.368000000000000000e+05	3.250000000000000000e+04
1.404000000000000000e+05	3.250000000000000000e+04
1.440000000000000000e+05	3.250000000000000000e+04
1.476000000000000000e+05	3.250000000000000000e+04
1.512000000000000000e+05	3.250000000000000000e+04
1.548000000000000000e+05	3.250000000000000000e+04
1.584000000000000000e+05	3.250000000000000000e+04
1.620000000000000000e+05	3.250000000000000000e+04
1.656000000000000000e+05	3.250000000000000000e+04
1.692000000000000000e+05	3.250000000000000000e+04
1.728000000000000000e+05	3.250000000000000000e+04
1.764000000000000000e+05	3.250000000000000000e+04
1.800000000000000000e+05	3.250000000000000000e+04
1.836000000000000000e+05	3.250000000000000000e+04
1.872000000000000000e+05	3.250000000000000000e+04
1.908000000000000000e+05	3.250000000000000000e+04
1.944000000000000000e+05	3.250000000000000000e+04
1.980000000000000000e+05	3.250000000000000000e+04
2.016000000000000000e+05	3.250000000000000000e+04
2.052000000000000000e+05	3.250000000000000000e+04
2.088000000000000000e+05	3.250000000000000000e+04
2.124000000000000000e+05	3.250000000000000000e+04
2.160000000000000000e+05	3.250000000000000000e+04
2.196000000000000000e+05	3.250000000000000000e+04
2.232000000000000000e+05	3.250000000000000000e+04
