#1
double table(8761,2)
# Time [s]	Q_flow [W]
7.995600000000000000e+06 1.418084052674870463e+02
7.999200000000000000e+06 2.418601411428892050e+02
8.002800000000000000e+06 3.323109597894795115e+02
8.006400000000000000e+06 4.449954790864086931e+02
8.010000000000000000e+06 1.781908460687551781e+02
8.013600000000000000e+06 4.712716836972373926e+02
8.017200000000000000e+06 2.170998577341555063e+02
8.020800000000000000e+06 8.672941328743489464e+01
8.024400000000000000e+06 1.620208776483659676e+02
8.028000000000000000e+06 6.196993647295960272e+01
8.031600000000000000e+06 1.044153266207039792e+02
8.035200000000000000e+06 5.143582982446769591e+01
8.038800000000000000e+06 5.143582982446769591e+01
8.042400000000000000e+06 5.143582982446769591e+01
8.046000000000000000e+06 5.143582982446769591e+01
8.049600000000000000e+06 5.143582982446769591e+01
8.053200000000000000e+06 2.848116449522569837e+02
8.056800000000000000e+06 7.143266830459348284e+02
8.060400000000000000e+06 1.081688406583405822e+03
8.064000000000000000e+06 4.348892428959692324e+02
8.067600000000000000e+06 1.867811491628371243e+02
8.071200000000000000e+06 4.798620223963668536e+02
8.074800000000000000e+06 5.143582982446769591e+01
8.078400000000000000e+06 1.119950037635335747e+02
8.082000000000000000e+06 2.221529758293752650e+02
8.085600000000000000e+06 1.706111689259255684e+02
8.089200000000000000e+06 3.520181251029934515e+02
8.092800000000000000e+06 4.010333611423109801e+02
8.096400000000000000e+06 2.519663773333286656e+02
8.100000000000000000e+06 5.143582982446769591e+01
8.103600000000000000e+06 2.595460544761582469e+02
8.107200000000000000e+06 3.722305974838724296e+02
8.110800000000000000e+06 8.925597233504473138e+01
8.114400000000000000e+06 6.045342809854194854e+01
8.118000000000000000e+06 5.143582982446769591e+01
8.121600000000000000e+06 5.143582982446769591e+01
8.125200000000000000e+06 5.143582982446769591e+01
8.128800000000000000e+06 5.143582982446769591e+01
8.132400000000000000e+06 5.143582982446769591e+01
8.136000000000000000e+06 5.143582982446769591e+01
8.139600000000000000e+06 5.122019592371452745e+02
8.143200000000000000e+06 6.430776989347085646e+02
8.146800000000000000e+06 1.224186280118199420e+03
8.150400000000000000e+06 3.611137234479180620e+02
8.154000000000000000e+06 6.449569481902415191e+01
8.157600000000000000e+06 8.167629519221515011e+01
8.161200000000000000e+06 7.207537196185376160e+01
8.164800000000000000e+06 3.646509203410428199e+02
8.168400000000000000e+06 2.848116449522569837e+02
8.172000000000000000e+06 1.317021690770475288e+02
8.175600000000000000e+06 2.671257316189879134e+02
8.179200000000000000e+06 2.393335820952793256e+02
8.182800000000000000e+06 4.687451246496275417e+02
8.186400000000000000e+06 2.994656921705512218e+02
8.190000000000000000e+06 3.156356605909404607e+02
8.193600000000000000e+06 1.119950037635335747e+02
8.197200000000000000e+06 2.494398182857188146e+02
8.200800000000000000e+06 9.178379466217842264e+01
8.204400000000000000e+06 8.167629519221515011e+01
8.208000000000000000e+06 5.143582982446769591e+01
8.211600000000000000e+06 5.143582982446769591e+01
8.215200000000000000e+06 5.143582982446769591e+01
8.218800000000000000e+06 5.143582982446769591e+01
8.222400000000000000e+06 5.143582982446769591e+01
8.226000000000000000e+06 2.246795348769851159e+02
8.229600000000000000e+06 1.393971066775249483e+03
8.233200000000000000e+06 7.461613365301330987e+02
8.236800000000000000e+06 6.061899747768604811e+02
8.240400000000000000e+06 1.119950037635335747e+02
8.244000000000000000e+06 1.317021690770475288e+02
8.247600000000000000e+06 7.207537196185376160e+01
8.251200000000000000e+06 2.822850859046471328e+02
8.254800000000000000e+06 8.925597233504473138e+01
8.258400000000000000e+06 1.968873853532765850e+02
8.262000000000000000e+06 4.995691639990959629e+02
8.265600000000000000e+06 3.459543691622588426e+02
8.269200000000000000e+06 4.758195184358770575e+02
8.272800000000000000e+06 1.018887675730941140e+02
8.276400000000000000e+06 5.143582982446769591e+01
8.280000000000000000e+06 1.018887675730941140e+02
8.283600000000000000e+06 3.373640778846992703e+02
8.287200000000000000e+06 1.296825777846295864e+02
8.290800000000000000e+06 6.954881291424388223e+01
8.294400000000000000e+06 9.430909043026447591e+01
8.298000000000000000e+06 6.449569481902415191e+01
8.301600000000000000e+06 9.430909043026447591e+01
8.305200000000000000e+06 1.119950037635335747e+02
8.308800000000000000e+06 5.143582982446769591e+01
8.312400000000000000e+06 1.569677595531462089e+02
8.316000000000000000e+06 6.349927384352989748e+02
8.319600000000000000e+06 5.460578409908034700e+02
8.323200000000000000e+06 2.494398182857188146e+02
8.326800000000000000e+06 6.021474708163705145e+02
8.330400000000000000e+06 5.399941087608538055e+02
8.334000000000000000e+06 2.246795348769851159e+02
8.337600000000000000e+06 6.954881291424388223e+01
8.341200000000000000e+06 3.808208887614320588e+02
8.344800000000000000e+06 2.908753771822067051e+02
8.348400000000000000e+06 3.323109597894795115e+02
8.352000000000000000e+06 1.044153266207039792e+02
8.355600000000000000e+06 3.560606053526983032e+02
8.359200000000000000e+06 2.484292041509888236e+02
8.362800000000000000e+06 1.119950037635335747e+02
8.366400000000000000e+06 5.143582982446769591e+01
8.370000000000000000e+06 2.782425819441573367e+02
8.373600000000000000e+06 1.519156497493371774e+02
8.377200000000000000e+06 6.449569481902415191e+01
8.380800000000000000e+06 1.008781415441015383e+02
8.384400000000000000e+06 5.143582982446769591e+01
8.388000000000000000e+06 5.143582982446769591e+01
8.391600000000000000e+06 5.143582982446769591e+01
8.395200000000000000e+06 5.143582982446769591e+01
8.398800000000000000e+06 3.171516055038202921e+02
8.402400000000000000e+06 9.513179029763334711e+02
8.406000000000000000e+06 6.137696519196899771e+02
8.409600000000000000e+06 3.232153377337700135e+02
8.413200000000000000e+06 4.424689200387988421e+02
8.416800000000000000e+06 7.207537196185376160e+01
8.420400000000000000e+06 7.712849005707350614e+01
8.424000000000000000e+06 1.342287281246574082e+02
8.427600000000000000e+06 1.918342672580568262e+02
8.431200000000000000e+06 2.085095664565959623e+02
8.434800000000000000e+06 3.469650070077738064e+02
8.438400000000000000e+06 6.954881291424388223e+01
8.442000000000000000e+06 9.366638791578631071e+02
8.445600000000000000e+06 6.449569481902415191e+01
8.449200000000000000e+06 1.696005547911956057e+02
8.452800000000000000e+06 5.143582982446769591e+01
8.456400000000000000e+06 1.822333500292449457e+02
8.460000000000000000e+06 8.925671366633946491e+01
8.463600000000000000e+06 5.143582982446769591e+01
8.467200000000000000e+06 5.143582982446769591e+01
8.470800000000000000e+06 5.143582982446769591e+01
8.474400000000000000e+06 6.954881291424388223e+01
8.478000000000000000e+06 5.143582982446769591e+01
8.481600000000000000e+06 5.143582982446769591e+01
8.485200000000000000e+06 1.519146414579264786e+02
8.488800000000000000e+06 8.118518241131990862e+02
8.492400000000000000e+06 1.383864830584810079e+03
8.496000000000000000e+06 5.687968724192922991e+02
8.499600000000000000e+06 6.045319679011764435e+01
8.503200000000000000e+06 2.519663773333286656e+02
8.506800000000000000e+06 5.143582982446769591e+01
8.510400000000000000e+06 1.119950037635335747e+02
8.514000000000000000e+06 6.449569481902415191e+01
8.517600000000000000e+06 3.944642981342113330e+02
8.521200000000000000e+06 1.519146414579264786e+02
8.524800000000000000e+06 2.873382039998668915e+02
8.528400000000000000e+06 1.842545901152272165e+02
8.532000000000000000e+06 6.749123524189068348e+02
8.535600000000000000e+06 1.968873853532765850e+02
8.539200000000000000e+06 1.008781415441015383e+02
8.542800000000000000e+06 7.207537196185376160e+01
8.546400000000000000e+06 8.672929465577006169e+01
8.550000000000000000e+06 5.143582982446769591e+01
8.553600000000000000e+06 5.143582982446769591e+01
8.557200000000000000e+06 5.143582982446769591e+01
8.560800000000000000e+06 5.143582982446769591e+01
8.564400000000000000e+06 5.143582982446769591e+01
8.568000000000000000e+06 5.143582982446769591e+01
8.571600000000000000e+06 2.418601411428892050e+02
8.575200000000000000e+06 1.177192319925392212e+03
8.578800000000000000e+06 8.275165096434499219e+02
8.582400000000000000e+06 5.233188095623146410e+02
8.586000000000000000e+06 1.342287281246574082e+02
8.589600000000000000e+06 1.994139444008864359e+02
8.593200000000000000e+06 9.178253138265462496e+01
8.596800000000000000e+06 2.221529758293752650e+02
8.600400000000000000e+06 1.069418856683138586e+02
8.604000000000000000e+06 2.383229679605493629e+02
8.607600000000000000e+06 2.120467396389357759e+02
8.611200000000000000e+06 1.620208776483659676e+02
8.614800000000000000e+06 2.721788497142076153e+02
8.618400000000000000e+06 3.444384479601638418e+02
8.622000000000000000e+06 4.273095657531396228e+02
8.625600000000000000e+06 1.069418856683138586e+02
8.629200000000000000e+06 9.178253138265462496e+01
8.632800000000000000e+06 8.167637821883245408e+01
8.636400000000000000e+06 1.367552871722673160e+02
8.640000000000000000e+06 5.143582982446769591e+01
8.643600000000000000e+06 5.143582982446769591e+01
8.647200000000000000e+06 5.143582982446769591e+01
8.650800000000000000e+06 5.143582982446769591e+01
8.654400000000000000e+06 5.143582982446769591e+01
8.658000000000000000e+06 3.323109597894795115e+02
8.661600000000000000e+06 6.491414785862280041e+02
8.665200000000000000e+06 6.405511398870986568e+02
8.668800000000000000e+06 6.850185886093462386e+02
8.672400000000000000e+06 1.822333500292449457e+02
8.676000000000000000e+06 3.595978022458230612e+02
8.679600000000000000e+06 1.221012399539730637e+02
8.683200000000000000e+06 2.610619993890381352e+02
8.686800000000000000e+06 1.918342672580568262e+02
8.690400000000000000e+06 2.095201805913258966e+02
8.694000000000000000e+06 1.857705232115847878e+02
8.697600000000000000e+06 2.044670624961061947e+02
8.701200000000000000e+06 4.374158019435791402e+02
8.704800000000000000e+06 2.681363457537178761e+02
8.708400000000000000e+06 3.520181251029934515e+02
8.712000000000000000e+06 1.008781415441015383e+02
8.715600000000000000e+06 1.670739957435857264e+02
8.719200000000000000e+06 7.207613115009041849e+01
8.722800000000000000e+06 1.018887675730941140e+02
8.726400000000000000e+06 5.143582982446769591e+01
8.730000000000000000e+06 5.143582982446769591e+01
8.733600000000000000e+06 5.143582982446769591e+01
8.737200000000000000e+06 5.143582982446769591e+01
8.740800000000000000e+06 5.143582982446769591e+01
8.744400000000000000e+06 1.044153266207039792e+02
8.748000000000000000e+06 4.773354633487570027e+02
8.751600000000000000e+06 1.185277327535410677e+03
8.755200000000000000e+06 6.360033525700288237e+02
8.758800000000000000e+06 2.322592120198147256e+02
8.762400000000000000e+06 2.519663773333286656e+02
8.766000000000000000e+06 1.645474366959758186e+02
8.769600000000000000e+06 2.519663773333286656e+02
8.773200000000000000e+06 1.367552871722673160e+02
8.776800000000000000e+06 2.282167317701098170e+02
8.780400000000000000e+06 2.221529758293752650e+02
8.784000000000000000e+06 2.019405034484962869e+02
8.787600000000000000e+06 4.823885814439767614e+02
8.791200000000000000e+06 3.858740068566517039e+02
8.794800000000000000e+06 1.008781415441015383e+02
8.798400000000000000e+06 1.509040154289339455e+02
8.802000000000000000e+06 2.034564483613762036e+02
8.805600000000000000e+06 1.018895860227449930e+02
8.809200000000000000e+06 5.143582982446769591e+01
8.812800000000000000e+06 5.143582982446769591e+01
8.816400000000000000e+06 5.143582982446769591e+01
8.820000000000000000e+06 5.143582982446769591e+01
8.823600000000000000e+06 5.143582982446769591e+01
8.827200000000000000e+06 5.143582982446769591e+01
8.830800000000000000e+06 5.046222820943156080e+02
8.834400000000000000e+06 9.528338951553025709e+02
8.838000000000000000e+06 9.209991944050150323e+02
8.841600000000000000e+06 2.443867001904991128e+02
8.845200000000000000e+06 5.143582982446769591e+01
8.848800000000000000e+06 5.612171952764626894e+02
8.852400000000000000e+06 3.373640778846992703e+02
8.856000000000000000e+06 9.178253138265462496e+01
8.859600000000000000e+06 1.771802319340251870e+02
8.863200000000000000e+06 2.408495270081591855e+02
8.866800000000000000e+06 4.773354633487570027e+02
8.870400000000000000e+06 3.222047235990401077e+02
8.874000000000000000e+06 4.621761090630977833e+02
8.877600000000000000e+06 1.195746809063631986e+02
8.881200000000000000e+06 1.746536728864153361e+02
8.884800000000000000e+06 5.143582982446769591e+01
8.888400000000000000e+06 2.120467396389357759e+02
8.892000000000000000e+06 1.104798773003045653e+02
8.895600000000000000e+06 5.143582982446769591e+01
8.899200000000000000e+06 9.936220852548423466e+01
8.902800000000000000e+06 5.143582982446769591e+01
8.906400000000000000e+06 5.143582982446769591e+01
8.910000000000000000e+06 8.167629519221515011e+01
8.913600000000000000e+06 5.143582982446769591e+01
8.917200000000000000e+06 5.143582982446769591e+01
8.920800000000000000e+06 1.005386304687920870e+03
8.924400000000000000e+06 1.414183539156128518e+03
8.928000000000000000e+06 5.955784078082709811e+02
8.931600000000000000e+06 8.167629519221515011e+01
8.935200000000000000e+06 1.842545901152272165e+02
8.938800000000000000e+06 3.944642981342113330e+02
8.942400000000000000e+06 5.143582982446769591e+01
8.946000000000000000e+06 3.944642981342113330e+02
8.949600000000000000e+06 5.495950141731434542e+02
8.953200000000000000e+06 2.918860150277216121e+02
8.956800000000000000e+06 6.954881291424388223e+01
8.960400000000000000e+06 1.519146414579264786e+02
8.964000000000000000e+06 3.196781645514301431e+02
8.967600000000000000e+06 9.430909043026447591e+01
8.971200000000000000e+06 6.954881291424388223e+01
8.974800000000000000e+06 2.822850859046471328e+02
8.978400000000000000e+06 7.713013298124681683e+01
8.982000000000000000e+06 6.045319679011764435e+01
8.985600000000000000e+06 6.954881291424388223e+01
8.989200000000000000e+06 5.143582982446769591e+01
8.992800000000000000e+06 8.420285423982501527e+01
8.996400000000000000e+06 5.143582982446769591e+01
9.000000000000000000e+06 5.143582982446769591e+01
9.003600000000000000e+06 1.519146414579264786e+02
9.007200000000000000e+06 1.418084052674870463e+02
9.010800000000000000e+06 1.420752554587177428e+03
9.014400000000000000e+06 4.874416995391964633e+02
9.018000000000000000e+06 3.535340463050884523e+02
9.021600000000000000e+06 6.045319679011764435e+01
9.025200000000000000e+06 7.712849005707350614e+01
9.028800000000000000e+06 2.918860150277216121e+02
9.032400000000000000e+06 2.918860150277216121e+02
9.036000000000000000e+06 1.221012399539730637e+02
9.039600000000000000e+06 5.143582982446769591e+01
9.043200000000000000e+06 3.570712431982131534e+02
9.046800000000000000e+06 2.044670624961061947e+02
9.050400000000000000e+06 5.071488411419255158e+02
9.054000000000000000e+06 2.534823222462085539e+02
9.057600000000000000e+06 7.207537196185376160e+01
9.061200000000000000e+06 3.747571565314822806e+02
9.064800000000000000e+06 8.167863797324464770e+01
9.068400000000000000e+06 5.143582982446769591e+01
9.072000000000000000e+06 5.143582982446769591e+01
9.075600000000000000e+06 5.143582982446769591e+01
9.079200000000000000e+06 5.143582982446769591e+01
9.082800000000000000e+06 5.143582982446769591e+01
9.086400000000000000e+06 5.143582982446769591e+01
9.090000000000000000e+06 1.918342672580568262e+02
9.093600000000000000e+06 2.347857710674246334e+02
9.097200000000000000e+06 1.544553947920061319e+03
9.100800000000000000e+06 4.257936208402598481e+02
9.104400000000000000e+06 2.822850859046471328e+02
9.108000000000000000e+06 1.867811491628371243e+02
9.111600000000000000e+06 5.143582982446769591e+01
9.115200000000000000e+06 2.494398182857188146e+02
9.118800000000000000e+06 3.469650070077738064e+02
9.122400000000000000e+06 2.120467396389357759e+02
9.126000000000000000e+06 9.178253138265462496e+01
9.129600000000000000e+06 2.858222590869870032e+02
9.133200000000000000e+06 2.069936215437160172e+02
9.136800000000000000e+06 3.120984874086005334e+02
9.140400000000000000e+06 5.536375181336331934e+02
9.144000000000000000e+06 1.468615233627067482e+02
9.147600000000000000e+06 7.712849005707350614e+01
9.151200000000000000e+06 8.167625958716764956e+01
9.154800000000000000e+06 5.143582982446769591e+01
9.158400000000000000e+06 5.143582982446769591e+01
9.162000000000000000e+06 5.143582982446769591e+01
9.165600000000000000e+06 5.143582982446769591e+01
9.169200000000000000e+06 5.143582982446769591e+01
9.172800000000000000e+06 5.143582982446769591e+01
9.176400000000000000e+06 1.721271138388054283e+02
9.180000000000000000e+06 9.740569344048223002e+02
9.183600000000000000e+06 1.215090705639540147e+03
9.187200000000000000e+06 5.187710222452448079e+02
9.190800000000000000e+06 2.297326529722048463e+02
9.194400000000000000e+06 2.418601411428892050e+02
9.198000000000000000e+06 9.178253138265462496e+01
9.201600000000000000e+06 6.449569481902415191e+01
9.205200000000000000e+06 3.171516055038202921e+02
9.208800000000000000e+06 2.297326529722048463e+02
9.212400000000000000e+06 9.178253138265462496e+01
9.216000000000000000e+06 5.950730770301211123e+02
9.219600000000000000e+06 4.323626838483593247e+02
9.223200000000000000e+06 1.342287281246574082e+02
9.226800000000000000e+06 2.873382039998668915e+02
9.230400000000000000e+06 8.167629519221515011e+01
9.234000000000000000e+06 1.771802319340251870e+02
9.237600000000000000e+06 6.954967293162162889e+01
9.241200000000000000e+06 6.196913577141429386e+01
9.244800000000000000e+06 1.205853068576155067e+02
9.248400000000000000e+06 5.143582982446769591e+01
9.252000000000000000e+06 1.317021690770475288e+02
9.255600000000000000e+06 5.143582982446769591e+01
9.259200000000000000e+06 5.143582982446769591e+01
9.262800000000000000e+06 2.221529758293752650e+02
9.266400000000000000e+06 4.187192744755800504e+02
9.270000000000000000e+06 8.194315012560285822e+02
9.273600000000000000e+06 7.385816593873036027e+02
9.277200000000000000e+06 4.298361248007494737e+02
9.280800000000000000e+06 6.045319679011764435e+01
9.284400000000000000e+06 1.918342672580568262e+02
9.288000000000000000e+06 1.367552871722673160e+02
9.291600000000000000e+06 2.706629048013277270e+02
9.295200000000000000e+06 3.297844007418696606e+02
9.298800000000000000e+06 1.367552871722673160e+02
9.302400000000000000e+06 4.909788727215362769e+02
9.306000000000000000e+06 4.783460774834869653e+02
9.309600000000000000e+06 1.119950037635335747e+02
9.313200000000000000e+06 1.418084052674870463e+02
9.316800000000000000e+06 1.994139444008864359e+02
9.320400000000000000e+06 1.367552871722673160e+02
9.324000000000000000e+06 6.045380768877326716e+01
9.327600000000000000e+06 5.143582982446769591e+01
9.331200000000000000e+06 5.143582982446769591e+01
9.334800000000000000e+06 5.143582982446769591e+01
9.338400000000000000e+06 5.143582982446769591e+01
9.342000000000000000e+06 5.143582982446769591e+01
9.345600000000000000e+06 5.143582982446769591e+01
9.349200000000000000e+06 3.469650070077738064e+02
9.352800000000000000e+06 1.442986350391617407e+03
9.356400000000000000e+06 3.747571565314822806e+02
9.360000000000000000e+06 7.173585728716946051e+02
9.363600000000000000e+06 8.167629519221515011e+01
9.367200000000000000e+06 7.207537196185376160e+01
9.370800000000000000e+06 5.143582982446769591e+01
9.374400000000000000e+06 2.221529758293752650e+02
9.378000000000000000e+06 1.620208776483659676e+02
9.381600000000000000e+06 4.485326522687486204e+02
9.385200000000000000e+06 1.893077082104469753e+02
9.388800000000000000e+06 2.196264167817653856e+02
9.392400000000000000e+06 4.687451246496275417e+02
9.396000000000000000e+06 1.519146414579264786e+02
9.399600000000000000e+06 5.143582982446769591e+01
9.403200000000000000e+06 2.019405034484962869e+02
9.406800000000000000e+06 1.670739957435857264e+02
9.410400000000000000e+06 5.186381890641090564e+01
9.414000000000000000e+06 8.167629519221515011e+01
9.417600000000000000e+06 8.672941328743489464e+01
9.421200000000000000e+06 5.143582982446769591e+01
9.424800000000000000e+06 5.143582982446769591e+01
9.428400000000000000e+06 5.143582982446769591e+01
9.432000000000000000e+06 5.143582982446769591e+01
9.435600000000000000e+06 1.918342672580568262e+02
9.439200000000000000e+06 1.291898043159074405e+03
9.442800000000000000e+06 4.283201798878696991e+02
9.446400000000000000e+06 1.081688406583405822e+03
9.450000000000000000e+06 1.165428147913883379e+02
9.453600000000000000e+06 4.222564476579198640e+02
9.457200000000000000e+06 5.143582982446769591e+01
9.460800000000000000e+06 1.008781415441015383e+02
9.464400000000000000e+06 2.130573774844506545e+02
9.468000000000000000e+06 5.061382270071954963e+02
9.471600000000000000e+06 3.484809282098687504e+02
9.475200000000000000e+06 2.019405034484962869e+02
9.478800000000000000e+06 1.797067909816350380e+02
9.482400000000000000e+06 6.045319679011764435e+01
9.486000000000000000e+06 1.018887675730941140e+02
9.489600000000000000e+06 6.954881291424388223e+01
9.493200000000000000e+06 2.231636136748901436e+02
9.496800000000000000e+06 1.670744345874572332e+02
9.500400000000000000e+06 6.196913577141429386e+01
9.504000000000000000e+06 5.143582982446769591e+01
9.507600000000000000e+06 8.167629519221515011e+01
9.511200000000000000e+06 5.143582982446769591e+01
9.514800000000000000e+06 5.143582982446769591e+01
9.518400000000000000e+06 5.143582982446769591e+01
9.522000000000000000e+06 1.918342672580568262e+02
9.525600000000000000e+06 5.374675497132440114e+02
9.529200000000000000e+06 9.629401313457419747e+02
9.532800000000000000e+06 3.035081724202560167e+02
9.536400000000000000e+06 8.436865256408892719e+02
9.540000000000000000e+06 1.797067909816350380e+02
9.543600000000000000e+06 2.893594559801117043e+02
9.547200000000000000e+06 4.798620223963668536e+02
9.550800000000000000e+06 1.271543580491927941e+02
9.554400000000000000e+06 1.968873853532765850e+02
9.558000000000000000e+06 3.924430698647513509e+02
9.561600000000000000e+06 2.620726135237681547e+02
9.565200000000000000e+06 3.661668415431378207e+02
9.568800000000000000e+06 2.130573774844506545e+02
9.572400000000000000e+06 8.167629519221515011e+01
9.576000000000000000e+06 9.936220852548423466e+01
9.579600000000000000e+06 1.392818462198771670e+02
9.583200000000000000e+06 5.186359945337905941e+01
9.586800000000000000e+06 8.672941328743489464e+01
9.590400000000000000e+06 1.418084052674870463e+02
9.594000000000000000e+06 5.143582982446769591e+01
9.597600000000000000e+06 5.143582982446769591e+01
9.601200000000000000e+06 5.143582982446769591e+01
9.604800000000000000e+06 5.143582982446769591e+01
9.608400000000000000e+06 3.019922512181610728e+02
9.612000000000000000e+06 8.825954774462753676e+02
9.615600000000000000e+06 5.915359038477811282e+02
9.619200000000000000e+06 2.620726135237681547e+02
9.622800000000000000e+06 4.662185656020176339e+02
9.626400000000000000e+06 1.119950037635335747e+02
9.630000000000000000e+06 2.120467396389357759e+02
9.633600000000000000e+06 2.918860150277216121e+02
9.637200000000000000e+06 2.221529758293752650e+02
9.640800000000000000e+06 9.430909043026447591e+01
9.644400000000000000e+06 1.367552871722673160e+02
9.648000000000000000e+06 4.161927154279701995e+02
9.651600000000000000e+06 1.534305744765437964e+02
9.655200000000000000e+06 1.680846098783157174e+02
9.658800000000000000e+06 3.808208887614320588e+02
9.662400000000000000e+06 3.611137234479180620e+02
9.666000000000000000e+06 1.205853068576155067e+02
9.669600000000000000e+06 5.186345117934607885e+01
9.673200000000000000e+06 5.143582982446769591e+01
9.676800000000000000e+06 5.143582982446769591e+01
9.680400000000000000e+06 5.143582982446769591e+01
9.684000000000000000e+06 7.712849005707350614e+01
9.687600000000000000e+06 5.143582982446769591e+01
9.691200000000000000e+06 6.196913577141429386e+01
9.694800000000000000e+06 1.418084052674870463e+02
9.698400000000000000e+06 1.116554902782755335e+03
9.702000000000000000e+06 1.058444044687728365e+03
9.705600000000000000e+06 6.632901713155874859e+02
9.709200000000000000e+06 5.143582982446769591e+01
9.712800000000000000e+06 1.119950037635335747e+02
9.716400000000000000e+06 1.822333500292449457e+02
9.720000000000000000e+06 2.322592120198147256e+02
9.723600000000000000e+06 1.367552871722673160e+02
9.727200000000000000e+06 1.620208776483659676e+02
9.730800000000000000e+06 4.096236524198705524e+02
9.734400000000000000e+06 1.867811491628371243e+02
9.738000000000000000e+06 4.647026681107076342e+02
9.741600000000000000e+06 2.671257316189879134e+02
9.745200000000000000e+06 3.434278101146489348e+02
9.748800000000000000e+06 9.178253138265462496e+01
9.752400000000000000e+06 5.143582982446769591e+01
9.756000000000000000e+06 5.143582982446769591e+01
9.759600000000000000e+06 8.167629519221515011e+01
9.763200000000000000e+06 5.143582982446769591e+01
9.766800000000000000e+06 7.712849005707350614e+01
9.770400000000000000e+06 5.143582982446769591e+01
9.774000000000000000e+06 5.143582982446769591e+01
9.777600000000000000e+06 5.143582982446769591e+01
9.781200000000000000e+06 2.322592120198147256e+02
9.784800000000000000e+06 9.417169972530826954e+02
9.788400000000000000e+06 1.226712839165809328e+03
9.792000000000000000e+06 1.605049327354861077e+02
9.795600000000000000e+06 2.721788497142076153e+02
9.799200000000000000e+06 1.317021690770475288e+02
9.802800000000000000e+06 6.196913577141429386e+01
9.806400000000000000e+06 2.069936215437160172e+02
9.810000000000000000e+06 2.221529758293752650e+02
9.813600000000000000e+06 3.419118889125539908e+02
9.817200000000000000e+06 1.271543580491927941e+02
9.820800000000000000e+06 1.306915430480549674e+02
9.824400000000000000e+06 4.586388884591880810e+02
9.828000000000000000e+06 3.969908571818211840e+02
9.831600000000000000e+06 1.221012399539730637e+02
9.835200000000000000e+06 3.570712431982131534e+02
9.838800000000000000e+06 1.468615233627067482e+02
9.842400000000000000e+06 9.936258805352331080e+01
9.846000000000000000e+06 8.167629519221515011e+01
9.849600000000000000e+06 1.018887675730941140e+02
9.853200000000000000e+06 5.143582982446769591e+01
9.856800000000000000e+06 5.143582982446769591e+01
9.860400000000000000e+06 5.143582982446769591e+01
9.864000000000000000e+06 5.143582982446769591e+01
9.867600000000000000e+06 2.034564483613762036e+02
9.871200000000000000e+06 9.012920524913248528e+02
9.874800000000000000e+06 4.909788727215362769e+02
9.878400000000000000e+06 2.519663773333286656e+02
9.882000000000000000e+06 5.308984867051442507e+02
9.885600000000000000e+06 1.670739957435857264e+02
9.889200000000000000e+06 1.519146414579264786e+02
9.892800000000000000e+06 3.469650070077738064e+02
9.896400000000000000e+06 5.143582982446769591e+01
9.900000000000000000e+06 3.823368336743118903e+02
9.903600000000000000e+06 2.130573774844506545e+02
9.907200000000000000e+06 2.206370546272802926e+02
9.910800000000000000e+06 5.586906362288527816e+02
9.914400000000000000e+06 1.296809170968026592e+02
9.918000000000000000e+06 2.585354403414283411e+02
9.921600000000000000e+06 1.893077082104469753e+02
9.925200000000000000e+06 2.706629048013277270e+02
9.928800000000000000e+06 9.431050203823944855e+01
9.932400000000000000e+06 5.143582982446769591e+01
9.936000000000000000e+06 6.045319679011764435e+01
9.939600000000000000e+06 1.119950037635335747e+02
9.943200000000000000e+06 5.143582982446769591e+01
9.946800000000000000e+06 5.143582982446769591e+01
9.950400000000000000e+06 1.119950037635335747e+02
9.954000000000000000e+06 2.721788497142076153e+02
9.957600000000000000e+06 6.511627068556881568e+02
9.961200000000000000e+06 7.446453916172533809e+02
9.964800000000000000e+06 7.790066039158405147e+02
9.968400000000000000e+06 5.143582982446769591e+01
9.972000000000000000e+06 1.119950037635335747e+02
9.975600000000000000e+06 9.430909043026447591e+01
9.979200000000000000e+06 2.620726135237681547e+02
9.982800000000000000e+06 1.170481218587533334e+02
9.986400000000000000e+06 5.143582982446769591e+01
9.990000000000000000e+06 2.610619993890381352e+02
9.993600000000000000e+06 3.697040384362625218e+02
9.997200000000000000e+06 3.045188102657709805e+02
1.000080000000000000e+07 4.874416995391964633e+02
1.000440000000000000e+07 1.579783736878761999e+02
1.000800000000000000e+07 9.683564947787435528e+01
1.001160000000000000e+07 2.969391331229413709e+02
1.001520000000000000e+07 9.178417426795778056e+01
1.001880000000000000e+07 7.207537196185376160e+01
1.002240000000000000e+07 1.119950037635335747e+02
1.002600000000000000e+07 5.143582982446769591e+01
1.002960000000000000e+07 5.143582982446769591e+01
1.003320000000000000e+07 5.143582982446769591e+01
1.003680000000000000e+07 5.143582982446769591e+01
1.004040000000000000e+07 2.221529758293752650e+02
1.004400000000000000e+07 1.110996453442944130e+03
1.004760000000000000e+07 1.318174295346953386e+03
1.005120000000000000e+07 2.145732986865456269e+02
1.005480000000000000e+07 3.722305974838724296e+02
1.005840000000000000e+07 1.119950037635335747e+02
1.006200000000000000e+07 9.178253138265462496e+01
1.006560000000000000e+07 2.918860150277216121e+02
1.006920000000000000e+07 1.842545901152272165e+02
1.007280000000000000e+07 1.342287281246574082e+02
1.007640000000000000e+07 3.671774793886526709e+02
1.008000000000000000e+07 5.571746913159730639e+02
1.008360000000000000e+07 2.494398182857188146e+02
1.008720000000000000e+07 3.348375188370893625e+02
