#1                   																			
double wetter (8760, 20)																			
666000	13	1	1	8	18	2	310	1	1.3	974.8	3.3	76	0	0	0	9	241	-316	9
669600	13	1	1	8	19	3	360	0	0.3	974.7	3.5	87	0	0	0	9	236	-311	9
673200	13	1	1	8	20	5	280	6	6.7	975	3.4	55	0	0	0	9	273	-343	9
676800	13	1	1	8	21	7	290	5	8.2	976	3.4	50	0	0	0	9	282	-350	9
680400	13	1	1	8	22	7	270	3	5.5	976.7	3.7	65	0	0	0	9	273	-337	9
684000	13	1	1	8	23	7	280	5	7.1	977.1	4.4	68	0	0	0	9	306	-347	9
687600	13	1	1	8	24	8	260	2	6.5	977.7	4.5	73	61	0	0	9	303	-344	9
691200	13	1	1	9	1	8	260	2	6.8	977.9	4.6	73	61	0	0	9	318	-346	9
694800	13	1	1	9	2	8	270	7	8	978.3	5.1	75	63	0	0	9	310	-351	9
698400	13	1	1	9	3	8	280	6	7	978.1	5.5	86	63	0	0	9	305	-346	9
702000	13	1	1	9	4	8	300	2	6.7	978.5	5.6	89	21	0	0	9	304	-345	9
705600	13	1	1	9	5	8	270	1	5.6	978.5	5.3	92	61	0	0	9	312	-340	9
709200	13	1	1	9	6	8	320	0	4.8	978.3	5	92	21	0	0	9	306	-336	9
712800	13	1	1	9	7	8	60	0	4.6	978.9	5	93	61	0	0	9	305	-335	9
716400	13	1	1	9	8	8	300	2	5.9	979.3	5.4	92	61	0	0	9	311	-342	9
720000	13	1	1	9	9	8	160	1	4.7	979.9	5.1	94	61	0	18	9	305	-336	9
723600	13	1	1	9	10	7	280	0	5.4	980.3	5.4	95	21	12	79	9	309	-339	9
727200	13	1	1	9	11	8	270	0	6.5	980.9	5.5	89	-1	0	70	9	315	-345	9
730800	13	1	1	9	12	8	40	0	6.9	980.9	5.6	89	61	0	80	9	317	-347	9
734400	13	1	1	9	13	8	270	2	8.2	980.8	6	87	21	0	78	9	324	-353	9
738000	13	1	1	9	14	8	270	1	8.4	980.9	6	87	25	0	62	9	325	-354	9
741600	13	1	1	9	15	6	310	4	7.1	981	5.4	85	25	17	74	9	303	-347	9
745200	13	1	1	9	16	6	310	3	7.1	981.9	5.4	85	2	2	10	9	303	-347	9
748800	13	1	1	9	17	6	260	1	5.9	982.1	5.3	89	-1	0	0	9	297	-341	9
752400	13	1	1	9	18	7	120	1	5.6	982.7	5.3	91	61	0	0	9	298	-339	9
756000	13	1	1	9	19	7	99	0	5.1	982.8	5.1	91	21	0	0	9	271	-335	9
759600	13	1	1	9	20	3	100	0	4.2	983	4.8	91	0	0	0	9	260	-330	9
763200	13	1	1	9	21	2	100	1	3.7	983.2	4.8	95	10	0	0	9	254	-328	9
766800	13	1	1	9	22	5	80	1	3.8	982.7	4.8	95	10	0	0	9	257	-328	9
770400	13	1	1	9	23	6	90	2	3	982.5	4.6	95	46	0	0	9	274	-326	9
774000	13	1	1	9	24	5	90	2	2.2	982.2	4.3	95	44	0	0	9	261	-321	9
777600	13	1	1	10	1	5	330	1	1.7	982	4.2	95	44	0	0	9	258	-319	9
781200	13	1	1	10	2	2	140	0	-0.4	981.8	3.5	93	44	0	0	9	233	-308	9
784800	13	1	1	10	3	0	310	1	-0.9	981.6	3.4	95	42	0	0	9	229	-306	9
788400	13	1	1	10	4	0	80	0	-1.3	981.2	3.4	96	44	0	0	9	227	-304	9
792000	13	1	1	10	5	0	90	2	-1.3	980.9	3.4	96	28	0	0	9	227	-304	9
795600	13	1	1	10	6	0	90	2	-0.8	980.7	3.5	96	2	0	0	9	229	-306	9
799200	13	1	1	10	7	0	120	1	-1.2	980.8	3.4	96	46	0	0	9	227	-304	9
802800	13	1	1	10	8	2	230	0	-2.2	981.1	3.1	95	42	0	0	9	223	-300	9
806400	13	1	1	10	9	2	20	0	-2	981.2	3.2	96	28	23	40	9	224	-301	9
810000	13	1	1	10	10	2	140	0	-0.4	981	3.8	100	2	75	98	9	232	-308	9
813600	13	1	1	10	11	4	110	0	1.9	980.8	4.1	92	-1	80	153	9	249	-319	9
817200	13	1	1	10	12	7	110	0	4.3	980.4	4.2	80	-1	24	130	9	277	-332	9
820800	13	1	1	10	13	7	120	1	6.6	979.7	4.4	72	2	23	125	9	287	-343	9
824400	13	1	1	10	14	7	90	1	7	979.2	4.6	73	-1	17	102	9	289	-345	9
828000	13	1	1	10	15	7	90	2	7.6	979	5	75	-1	9	60	9	291	-348	9
831600	13	1	1	10	16	3	90	1	7.9	978.8	5	74	-1	6	13	9	279	-349	9
835200	13	1	1	10	17	1	90	1	5.7	978.6	4.7	82	-1	0	0	9	264	-337	9
838800	13	1	1	10	18	1	100	2	3.3	978.7	4.2	86	0	0	0	9	251	-326	9
842400	13	1	1	10	19	0	100	2	2.6	978.8	4.1	88	0	0	0	9	247	-322	9
846000	13	1	1	10	20	2	90	1	2.1	979	4.2	92	12	0	0	9	245	-320	9
849600	13	1	1	10	21	2	90	1	0.4	979.1	3.8	94	10	0	0	9	236	-312	9
853200	13	1	1	10	22	2	90	2	0.1	979.2	3.7	95	10	0	0	9	234	-310	9
856800	13	1	1	10	23	9	90	1	-0.4	979.3	3.6	95	47	0	0	9	298	-313	9
860400	13	1	1	10	24	0	90	1	-1.3	979.8	3.4	96	46	0	0	9	227	-304	9
